trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
"135_20120701","09:53:00","09:53:00","San Carlos Caltrain",11,,,
"135_20120701","09:56:00","09:56:00","Belmont Caltrain",12,,,
"135_20120701","09:59:00","09:59:00","Hillsdale Caltrain",13,,,
"135_20120701","10:02:00","10:02:00","Hayward Park Caltrain",14,,,
"135_20120701","10:05:00","10:05:00","San Mateo Caltrain",15,,,
"135_20120701","10:08:00","10:08:00","Burlingame Caltrain",16,,,
"135_20120701","10:13:00","10:13:00","Millbrae Caltrain",17,,,
"135_20120701","10:17:00","10:17:00","San Bruno Caltrain",18,,,
"135_20120701","10:21:00","10:21:00","So. San Francisco Caltrain",19,,,
"135_20120701","10:27:00","10:27:00","Bayshore Caltrain",20,,,
"135_20120701","10:32:00","10:32:00","22nd Street Caltrain",21,,,
"135_20120701","10:41:00","10:41:00","San Francisco Caltrain",22,,,
"138_20120701","10:07:00","10:07:00","San Francisco Caltrain",1,,,
"138_20120701","10:12:00","10:12:00","22nd Street Caltrain",2,,,
"138_20120701","10:17:00","10:17:00","Bayshore Caltrain",3,,,
"138_20120701","10:23:00","10:23:00","So. San Francisco Caltrain",4,,,
"138_20120701","10:27:00","10:27:00","San Bruno Caltrain",5,,,
"138_20120701","10:31:00","10:31:00","Millbrae Caltrain",6,,,
"138_20120701","10:35:00","10:35:00","Burlingame Caltrain",7,,,
"138_20120701","10:38:00","10:38:00","San Mateo Caltrain",8,,,
"138_20120701","10:41:00","10:41:00","Hayward Park Caltrain",9,,,
"138_20120701","10:44:00","10:44:00","Hillsdale Caltrain",10,,,
"138_20120701","10:47:00","10:47:00","Belmont Caltrain",11,,,
"138_20120701","10:50:00","10:50:00","San Carlos Caltrain",12,,,
"138_20120701","10:55:00","10:55:00","Redwood City Caltrain",13,,,
"138_20120701","11:00:00","11:00:00","Menlo Park Caltrain",14,,,
"138_20120701","11:03:00","11:03:00","Palo Alto Caltrain",15,,,
"138_20120701","11:07:00","11:07:00","California Ave Caltrain",16,,,
"138_20120701","11:11:00","11:11:00","San Antonio Caltrain",17,,,
"138_20120701","11:15:00","11:15:00","Mountain View Caltrain",18,,,
"138_20120701","11:20:00","11:20:00","Sunnyvale Caltrain",19,,,
"138_20120701","11:24:00","11:24:00","Lawrence Caltrain",20,,,
"138_20120701","11:29:00","11:29:00","Santa Clara Caltrain",21,,,
"138_20120701","11:38:00","11:38:00","San Jose Caltrain",22,,,
"139_20120701","10:10:00","10:10:00","San Jose Caltrain",1,,,
"139_20120701","10:15:00","10:15:00","Santa Clara Caltrain",2,,,
"139_20120701","10:20:00","10:20:00","Lawrence Caltrain",3,,,
"139_20120701","10:24:00","10:24:00","Sunnyvale Caltrain",4,,,
"139_20120701","10:29:00","10:29:00","Mountain View Caltrain",5,,,
"139_20120701","10:33:00","10:33:00","San Antonio Caltrain",6,,,
"139_20120701","10:37:00","10:37:00","California Ave Caltrain",7,,,
"139_20120701","10:41:00","10:41:00","Palo Alto Caltrain",8,,,
"139_20120701","10:44:00","10:44:00","Menlo Park Caltrain",9,,,
"139_20120701","10:49:00","10:49:00","Redwood City Caltrain",10,,,
"139_20120701","10:53:00","10:53:00","San Carlos Caltrain",11,,,
"139_20120701","10:56:00","10:56:00","Belmont Caltrain",12,,,
"139_20120701","10:59:00","10:59:00","Hillsdale Caltrain",13,,,
"139_20120701","11:02:00","11:02:00","Hayward Park Caltrain",14,,,
"139_20120701","11:05:00","11:05:00","San Mateo Caltrain",15,,,
"139_20120701","11:08:00","11:08:00","Burlingame Caltrain",16,,,
"139_20120701","11:13:00","11:13:00","Millbrae Caltrain",17,,,
"139_20120701","11:17:00","11:17:00","San Bruno Caltrain",18,,,
"139_20120701","11:21:00","11:21:00","So. San Francisco Caltrain",19,,,
"139_20120701","11:27:00","11:27:00","Bayshore Caltrain",20,,,
"139_20120701","11:32:00","11:32:00","22nd Street Caltrain",21,,,
"139_20120701","11:41:00","11:41:00","San Francisco Caltrain",22,,,
"142_20120701","11:07:00","11:07:00","San Francisco Caltrain",1,,,
"142_20120701","11:12:00","11:12:00","22nd Street Caltrain",2,,,
"142_20120701","11:17:00","11:17:00","Bayshore Caltrain",3,,,
"142_20120701","11:23:00","11:23:00","So. San Francisco Caltrain",4,,,
"142_20120701","11:27:00","11:27:00","San Bruno Caltrain",5,,,
"142_20120701","11:31:00","11:31:00","Millbrae Caltrain",6,,,
"142_20120701","11:35:00","11:35:00","Burlingame Caltrain",7,,,
"142_20120701","11:38:00","11:38:00","San Mateo Caltrain",8,,,
"142_20120701","11:41:00","11:41:00","Hayward Park Caltrain",9,,,
"142_20120701","11:44:00","11:44:00","Hillsdale Caltrain",10,,,
"142_20120701","11:47:00","11:47:00","Belmont Caltrain",11,,,
"142_20120701","11:50:00","11:50:00","San Carlos Caltrain",12,,,
"142_20120701","11:55:00","11:55:00","Redwood City Caltrain",13,,,
"142_20120701","12:00:00","12:00:00","Menlo Park Caltrain",14,,,
"142_20120701","12:03:00","12:03:00","Palo Alto Caltrain",15,,,
"142_20120701","12:07:00","12:07:00","California Ave Caltrain",16,,,
"142_20120701","12:11:00","12:11:00","San Antonio Caltrain",17,,,
"142_20120701","12:15:00","12:15:00","Mountain View Caltrain",18,,,
"142_20120701","12:20:00","12:20:00","Sunnyvale Caltrain",19,,,
"142_20120701","12:24:00","12:24:00","Lawrence Caltrain",20,,,
"142_20120701","12:29:00","12:29:00","Santa Clara Caltrain",21,,,
"142_20120701","12:38:00","12:38:00","San Jose Caltrain",22,,,
"143_20120701","11:10:00","11:10:00","San Jose Caltrain",1,,,
"143_20120701","11:15:00","11:15:00","Santa Clara Caltrain",2,,,
"143_20120701","11:20:00","11:20:00","Lawrence Caltrain",3,,,
"143_20120701","11:24:00","11:24:00","Sunnyvale Caltrain",4,,,
"143_20120701","11:29:00","11:29:00","Mountain View Caltrain",5,,,
"143_20120701","11:33:00","11:33:00","San Antonio Caltrain",6,,,
"143_20120701","11:37:00","11:37:00","California Ave Caltrain",7,,,
"143_20120701","11:41:00","11:41:00","Palo Alto Caltrain",8,,,
"143_20120701","11:44:00","11:44:00","Menlo Park Caltrain",9,,,
"143_20120701","11:49:00","11:49:00","Redwood City Caltrain",10,,,
"143_20120701","11:53:00","11:53:00","San Carlos Caltrain",11,,,
"143_20120701","11:56:00","11:56:00","Belmont Caltrain",12,,,
"143_20120701","11:59:00","11:59:00","Hillsdale Caltrain",13,,,
"143_20120701","12:02:00","12:02:00","Hayward Park Caltrain",14,,,
"143_20120701","12:05:00","12:05:00","San Mateo Caltrain",15,,,
"143_20120701","12:08:00","12:08:00","Burlingame Caltrain",16,,,
"143_20120701","12:13:00","12:13:00","Millbrae Caltrain",17,,,
"143_20120701","12:17:00","12:17:00","San Bruno Caltrain",18,,,
"143_20120701","12:21:00","12:21:00","So. San Francisco Caltrain",19,,,
"143_20120701","12:27:00","12:27:00","Bayshore Caltrain",20,,,
"143_20120701","12:32:00","12:32:00","22nd Street Caltrain",21,,,
"143_20120701","12:41:00","12:41:00","San Francisco Caltrain",22,,,
"146_20120701","12:07:00","12:07:00","San Francisco Caltrain",1,,,
"146_20120701","12:12:00","12:12:00","22nd Street Caltrain",2,,,
"146_20120701","12:17:00","12:17:00","Bayshore Caltrain",3,,,
"146_20120701","12:23:00","12:23:00","So. San Francisco Caltrain",4,,,
"146_20120701","12:27:00","12:27:00","San Bruno Caltrain",5,,,
"146_20120701","12:31:00","12:31:00","Millbrae Caltrain",6,,,
"146_20120701","12:35:00","12:35:00","Burlingame Caltrain",7,,,
"146_20120701","12:38:00","12:38:00","San Mateo Caltrain",8,,,
"146_20120701","12:41:00","12:41:00","Hayward Park Caltrain",9,,,
"146_20120701","12:44:00","12:44:00","Hillsdale Caltrain",10,,,
"146_20120701","12:47:00","12:47:00","Belmont Caltrain",11,,,
"146_20120701","12:50:00","12:50:00","San Carlos Caltrain",12,,,
"146_20120701","12:55:00","12:55:00","Redwood City Caltrain",13,,,
"146_20120701","13:00:00","13:00:00","Menlo Park Caltrain",14,,,
"146_20120701","13:03:00","13:03:00","Palo Alto Caltrain",15,,,
"146_20120701","13:07:00","13:07:00","California Ave Caltrain",16,,,
"146_20120701","13:11:00","13:11:00","San Antonio Caltrain",17,,,
"146_20120701","13:15:00","13:15:00","Mountain View Caltrain",18,,,
"146_20120701","13:20:00","13:20:00","Sunnyvale Caltrain",19,,,
"146_20120701","13:24:00","13:24:00","Lawrence Caltrain",20,,,
"146_20120701","13:29:00","13:29:00","Santa Clara Caltrain",21,,,
"146_20120701","13:38:00","13:38:00","San Jose Caltrain",22,,,
"147_20120701","12:10:00","12:10:00","San Jose Caltrain",1,,,
"147_20120701","12:15:00","12:15:00","Santa Clara Caltrain",2,,,
"147_20120701","12:20:00","12:20:00","Lawrence Caltrain",3,,,
"147_20120701","12:24:00","12:24:00","Sunnyvale Caltrain",4,,,
"147_20120701","12:29:00","12:29:00","Mountain View Caltrain",5,,,
"147_20120701","12:33:00","12:33:00","San Antonio Caltrain",6,,,
"147_20120701","12:37:00","12:37:00","California Ave Caltrain",7,,,
"147_20120701","12:41:00","12:41:00","Palo Alto Caltrain",8,,,
"147_20120701","12:44:00","12:44:00","Menlo Park Caltrain",9,,,
"147_20120701","12:49:00","12:49:00","Redwood City Caltrain",10,,,
"147_20120701","12:53:00","12:53:00","San Carlos Caltrain",11,,,
"147_20120701","12:56:00","12:56:00","Belmont Caltrain",12,,,
"147_20120701","12:59:00","12:59:00","Hillsdale Caltrain",13,,,
"147_20120701","13:02:00","13:02:00","Hayward Park Caltrain",14,,,
"147_20120701","13:05:00","13:05:00","San Mateo Caltrain",15,,,
"147_20120701","13:08:00","13:08:00","Burlingame Caltrain",16,,,
"147_20120701","13:13:00","13:13:00","Millbrae Caltrain",17,,,
"147_20120701","13:17:00","13:17:00","San Bruno Caltrain",18,,,
"147_20120701","13:21:00","13:21:00","So. San Francisco Caltrain",19,,,
"147_20120701","13:27:00","13:27:00","Bayshore Caltrain",20,,,
"147_20120701","13:32:00","13:32:00","22nd Street Caltrain",21,,,
"147_20120701","13:41:00","13:41:00","San Francisco Caltrain",22,,,
"150_20120701","13:07:00","13:07:00","San Francisco Caltrain",1,,,
"150_20120701","13:12:00","13:12:00","22nd Street Caltrain",2,,,
"150_20120701","13:17:00","13:17:00","Bayshore Caltrain",3,,,
"150_20120701","13:23:00","13:23:00","So. San Francisco Caltrain",4,,,
"150_20120701","13:27:00","13:27:00","San Bruno Caltrain",5,,,
"150_20120701","13:31:00","13:31:00","Millbrae Caltrain",6,,,
"150_20120701","13:35:00","13:35:00","Burlingame Caltrain",7,,,
"150_20120701","13:38:00","13:38:00","San Mateo Caltrain",8,,,
"150_20120701","13:41:00","13:41:00","Hayward Park Caltrain",9,,,
"150_20120701","13:44:00","13:44:00","Hillsdale Caltrain",10,,,
"150_20120701","13:47:00","13:47:00","Belmont Caltrain",11,,,
"150_20120701","13:50:00","13:50:00","San Carlos Caltrain",12,,,
"150_20120701","13:55:00","13:55:00","Redwood City Caltrain",13,,,
"150_20120701","14:00:00","14:00:00","Menlo Park Caltrain",14,,,
"150_20120701","14:03:00","14:03:00","Palo Alto Caltrain",15,,,
"150_20120701","14:07:00","14:07:00","California Ave Caltrain",16,,,
"150_20120701","14:11:00","14:11:00","San Antonio Caltrain",17,,,
"150_20120701","14:15:00","14:15:00","Mountain View Caltrain",18,,,
"150_20120701","14:20:00","14:20:00","Sunnyvale Caltrain",19,,,
"150_20120701","14:24:00","14:24:00","Lawrence Caltrain",20,,,
"150_20120701","14:29:00","14:29:00","Santa Clara Caltrain",21,,,
"150_20120701","14:38:00","14:38:00","San Jose Caltrain",22,,,
"151_20120701","13:10:00","13:10:00","San Jose Caltrain",1,,,
"151_20120701","13:15:00","13:15:00","Santa Clara Caltrain",2,,,
"151_20120701","13:20:00","13:20:00","Lawrence Caltrain",3,,,
"151_20120701","13:24:00","13:24:00","Sunnyvale Caltrain",4,,,
"151_20120701","13:29:00","13:29:00","Mountain View Caltrain",5,,,
"151_20120701","13:33:00","13:33:00","San Antonio Caltrain",6,,,
"151_20120701","13:37:00","13:37:00","California Ave Caltrain",7,,,
"151_20120701","13:41:00","13:41:00","Palo Alto Caltrain",8,,,
"151_20120701","13:44:00","13:44:00","Menlo Park Caltrain",9,,,
"151_20120701","13:49:00","13:49:00","Redwood City Caltrain",10,,,
"151_20120701","13:53:00","13:53:00","San Carlos Caltrain",11,,,
"151_20120701","13:56:00","13:56:00","Belmont Caltrain",12,,,
"151_20120701","13:59:00","13:59:00","Hillsdale Caltrain",13,,,
"151_20120701","14:02:00","14:02:00","Hayward Park Caltrain",14,,,
"151_20120701","14:05:00","14:05:00","San Mateo Caltrain",15,,,
"151_20120701","14:08:00","14:08:00","Burlingame Caltrain",16,,,
"151_20120701","14:13:00","14:13:00","Millbrae Caltrain",17,,,
"151_20120701","14:17:00","14:17:00","San Bruno Caltrain",18,,,
"151_20120701","14:21:00","14:21:00","So. San Francisco Caltrain",19,,,
"151_20120701","14:27:00","14:27:00","Bayshore Caltrain",20,,,
"151_20120701","14:32:00","14:32:00","22nd Street Caltrain",21,,,
"151_20120701","14:41:00","14:41:00","San Francisco Caltrain",22,,,
"154_20120701","14:07:00","14:07:00","San Francisco Caltrain",1,,,
"154_20120701","14:12:00","14:12:00","22nd Street Caltrain",2,,,
"154_20120701","14:17:00","14:17:00","Bayshore Caltrain",3,,,
"154_20120701","14:23:00","14:23:00","So. San Francisco Caltrain",4,,,
"154_20120701","14:27:00","14:27:00","San Bruno Caltrain",5,,,
"154_20120701","14:31:00","14:31:00","Millbrae Caltrain",6,,,
"154_20120701","14:35:00","14:35:00","Burlingame Caltrain",7,,,
"154_20120701","14:38:00","14:38:00","San Mateo Caltrain",8,,,
"154_20120701","14:41:00","14:41:00","Hayward Park Caltrain",9,,,
"154_20120701","14:44:00","14:44:00","Hillsdale Caltrain",10,,,
"154_20120701","14:47:00","14:47:00","Belmont Caltrain",11,,,
"154_20120701","14:50:00","14:50:00","San Carlos Caltrain",12,,,
"154_20120701","14:55:00","14:55:00","Redwood City Caltrain",13,,,
"154_20120701","15:00:00","15:00:00","Menlo Park Caltrain",14,,,
"154_20120701","15:03:00","15:03:00","Palo Alto Caltrain",15,,,
"154_20120701","15:07:00","15:07:00","California Ave Caltrain",16,,,
"154_20120701","15:11:00","15:11:00","San Antonio Caltrain",17,,,
"154_20120701","15:15:00","15:15:00","Mountain View Caltrain",18,,,
"154_20120701","15:20:00","15:20:00","Sunnyvale Caltrain",19,,,
"154_20120701","15:24:00","15:24:00","Lawrence Caltrain",20,,,
"154_20120701","15:29:00","15:29:00","Santa Clara Caltrain",21,,,
"154_20120701","15:38:00","15:38:00","San Jose Caltrain",22,,,
"155_20120701","14:10:00","14:10:00","San Jose Caltrain",1,,,
"155_20120701","14:15:00","14:15:00","Santa Clara Caltrain",2,,,
"155_20120701","14:20:00","14:20:00","Lawrence Caltrain",3,,,
"155_20120701","14:24:00","14:24:00","Sunnyvale Caltrain",4,,,
"155_20120701","14:29:00","14:29:00","Mountain View Caltrain",5,,,
"155_20120701","14:33:00","14:33:00","San Antonio Caltrain",6,,,
"155_20120701","14:37:00","14:37:00","California Ave Caltrain",7,,,
"155_20120701","14:41:00","14:41:00","Palo Alto Caltrain",8,,,
"155_20120701","14:44:00","14:44:00","Menlo Park Caltrain",9,,,
"155_20120701","14:49:00","14:49:00","Redwood City Caltrain",10,,,
"155_20120701","14:53:00","14:53:00","San Carlos Caltrain",11,,,
"155_20120701","14:56:00","14:56:00","Belmont Caltrain",12,,,
"155_20120701","14:59:00","14:59:00","Hillsdale Caltrain",13,,,
"155_20120701","15:02:00","15:02:00","Hayward Park Caltrain",14,,,
"155_20120701","15:05:00","15:05:00","San Mateo Caltrain",15,,,
"155_20120701","15:08:00","15:08:00","Burlingame Caltrain",16,,,
"155_20120701","15:13:00","15:13:00","Millbrae Caltrain",17,,,
"155_20120701","15:17:00","15:17:00","San Bruno Caltrain",18,,,
"155_20120701","15:21:00","15:21:00","So. San Francisco Caltrain",19,,,
"155_20120701","15:27:00","15:27:00","Bayshore Caltrain",20,,,
"155_20120701","15:32:00","15:32:00","22nd Street Caltrain",21,,,
"155_20120701","15:41:00","15:41:00","San Francisco Caltrain",22,,,
"158_20120701","15:07:00","15:07:00","San Francisco Caltrain",1,,,
"158_20120701","15:12:00","15:12:00","22nd Street Caltrain",2,,,
"158_20120701","15:17:00","15:17:00","Bayshore Caltrain",3,,,
"158_20120701","15:23:00","15:23:00","So. San Francisco Caltrain",4,,,
"158_20120701","15:27:00","15:27:00","San Bruno Caltrain",5,,,
"158_20120701","15:31:00","15:31:00","Millbrae Caltrain",6,,,
"158_20120701","15:35:00","15:35:00","Burlingame Caltrain",7,,,
"158_20120701","15:38:00","15:38:00","San Mateo Caltrain",8,,,
"158_20120701","15:41:00","15:41:00","Hayward Park Caltrain",9,,,
"158_20120701","15:44:00","15:44:00","Hillsdale Caltrain",10,,,
"158_20120701","15:47:00","15:47:00","Belmont Caltrain",11,,,
"158_20120701","15:50:00","15:50:00","San Carlos Caltrain",12,,,
"158_20120701","15:55:00","15:55:00","Redwood City Caltrain",13,,,
"158_20120701","16:00:00","16:00:00","Menlo Park Caltrain",14,,,
"158_20120701","16:03:00","16:03:00","Palo Alto Caltrain",15,,,
"158_20120701","16:07:00","16:07:00","California Ave Caltrain",16,,,
"158_20120701","16:11:00","16:11:00","San Antonio Caltrain",17,,,
"158_20120701","16:15:00","16:15:00","Mountain View Caltrain",18,,,
"158_20120701","16:20:00","16:20:00","Sunnyvale Caltrain",19,,,
"158_20120701","16:24:00","16:24:00","Lawrence Caltrain",20,,,
"158_20120701","16:29:00","16:29:00","Santa Clara Caltrain",21,,,
"158_20120701","16:32:00","16:32:00","College Park Caltrain",22,,,
"158_20120701","16:39:00","16:39:00","San Jose Caltrain",23,,,
"158_20120701","16:45:00","16:45:00","Tamien Caltrain",24,,,
"158_20120701","16:52:00","16:52:00","Capitol Caltrain",25,,,
"158_20120701","16:58:00","16:58:00","Blossom Hill Caltrain",26,,,
"158_20120701","17:11:00","17:11:00","Morgan Hill Caltrain",27,,,
"158_20120701","17:17:00","17:17:00","San Martin Caltrain",28,,,
"158_20120701","17:30:00","17:30:00","Gilroy Caltrain",29,,,
"159_20120701","15:05:00","15:05:00","San Jose Caltrain",1,,,
"159_20120701","15:08:00","15:08:00","College Park Caltrain",2,,,
"159_20120701","15:12:00","15:12:00","Santa Clara Caltrain",3,,,
"159_20120701","15:17:00","15:17:00","Lawrence Caltrain",4,,,
"159_20120701","15:21:00","15:21:00","Sunnyvale Caltrain",5,,,
"159_20120701","15:26:00","15:26:00","Mountain View Caltrain",6,,,
"159_20120701","15:30:00","15:30:00","San Antonio Caltrain",7,,,
"159_20120701","15:34:00","15:34:00","California Ave Caltrain",8,,,
"159_20120701","15:38:00","15:38:00","Palo Alto Caltrain",9,,,
"159_20120701","15:41:00","15:41:00","Menlo Park Caltrain",10,,,
"159_20120701","15:46:00","15:46:00","Redwood City Caltrain",11,,,
"159_20120701","15:50:00","15:50:00","San Carlos Caltrain",12,,,
"159_20120701","15:53:00","15:53:00","Belmont Caltrain",13,,,
"159_20120701","15:56:00","15:56:00","Hillsdale Caltrain",14,,,
"159_20120701","15:59:00","15:59:00","Hayward Park Caltrain",15,,,
"159_20120701","16:02:00","16:02:00","San Mateo Caltrain",16,,,
"159_20120701","16:05:00","16:05:00","Burlingame Caltrain",17,,,
"159_20120701","16:10:00","16:10:00","Millbrae Caltrain",18,,,
"159_20120701","16:14:00","16:14:00","San Bruno Caltrain",19,,,
"159_20120701","16:18:00","16:18:00","So. San Francisco Caltrain",20,,,
"159_20120701","16:24:00","16:24:00","Bayshore Caltrain",21,,,
"159_20120701","16:29:00","16:29:00","22nd Street Caltrain",22,,,
"159_20120701","16:38:00","16:38:00","San Francisco Caltrain",23,,,
"189_20120701","18:50:00","18:50:00","San Jose Caltrain",1,,,
"189_20120701","18:55:00","18:55:00","Santa Clara Caltrain",2,,,
"189_20120701","19:00:00","19:00:00","Lawrence Caltrain",3,,,
"189_20120701","19:04:00","19:04:00","Sunnyvale Caltrain",4,,,
"189_20120701","19:09:00","19:09:00","Mountain View Caltrain",5,,,
"189_20120701","19:13:00","19:13:00","San Antonio Caltrain",6,,,
"189_20120701","19:17:00","19:17:00","California Ave Caltrain",7,,,
"189_20120701","19:21:00","19:21:00","Palo Alto Caltrain",8,,,
"189_20120701","19:24:00","19:24:00","Menlo Park Caltrain",9,,,
"189_20120701","19:29:00","19:29:00","Redwood City Caltrain",10,,,
"189_20120701","19:33:00","19:33:00","San Carlos Caltrain",11,,,
"189_20120701","19:36:00","19:36:00","Belmont Caltrain",12,,,
"189_20120701","19:39:00","19:39:00","Hillsdale Caltrain",13,,,
"189_20120701","19:42:00","19:42:00","Hayward Park Caltrain",14,,,
"189_20120701","19:45:00","19:45:00","San Mateo Caltrain",15,,,
"189_20120701","19:48:00","19:48:00","Burlingame Caltrain",16,,,
"189_20120701","19:53:00","19:53:00","Millbrae Caltrain",17,,,
"189_20120701","19:57:00","19:57:00","San Bruno Caltrain",18,,,
"189_20120701","20:01:00","20:01:00","So. San Francisco Caltrain",19,,,
"189_20120701","20:07:00","20:07:00","Bayshore Caltrain",20,,,
"189_20120701","20:12:00","20:12:00","22nd Street Caltrain",21,,,
"189_20120701","20:21:00","20:21:00","San Francisco Caltrain",22,,,
"190_20120701","19:30:00","19:30:00","San Francisco Caltrain",1,,,
"190_20120701","19:35:00","19:35:00","22nd Street Caltrain",2,,,
"190_20120701","19:40:00","19:40:00","Bayshore Caltrain",3,,,
"190_20120701","19:46:00","19:46:00","So. San Francisco Caltrain",4,,,
"190_20120701","19:50:00","19:50:00","San Bruno Caltrain",5,,,
"190_20120701","19:54:00","19:54:00","Millbrae Caltrain",6,,,
"190_20120701","19:58:00","19:58:00","Burlingame Caltrain",7,,,
"190_20120701","20:01:00","20:01:00","San Mateo Caltrain",8,,,
"190_20120701","20:04:00","20:04:00","Hayward Park Caltrain",9,,,
"190_20120701","20:07:00","20:07:00","Hillsdale Caltrain",10,,,
"190_20120701","20:10:00","20:10:00","Belmont Caltrain",11,,,
"190_20120701","20:13:00","20:13:00","San Carlos Caltrain",12,,,
"190_20120701","20:18:00","20:18:00","Redwood City Caltrain",13,,,
"190_20120701","20:23:00","20:23:00","Menlo Park Caltrain",14,,,
"190_20120701","20:26:00","20:26:00","Palo Alto Caltrain",15,,,
"190_20120701","20:30:00","20:30:00","California Ave Caltrain",16,,,
"190_20120701","20:34:00","20:34:00","San Antonio Caltrain",17,,,
"190_20120701","20:38:00","20:38:00","Mountain View Caltrain",18,,,
"190_20120701","20:43:00","20:43:00","Sunnyvale Caltrain",19,,,
"190_20120701","20:47:00","20:47:00","Lawrence Caltrain",20,,,
"190_20120701","20:52:00","20:52:00","Santa Clara Caltrain",21,,,
"190_20120701","21:01:00","21:01:00","San Jose Caltrain",22,,,
"191_20120701","19:30:00","19:30:00","San Jose Caltrain",1,,,
"191_20120701","19:35:00","19:35:00","Santa Clara Caltrain",2,,,
"191_20120701","19:40:00","19:40:00","Lawrence Caltrain",3,,,
"191_20120701","19:44:00","19:44:00","Sunnyvale Caltrain",4,,,
"191_20120701","19:49:00","19:49:00","Mountain View Caltrain",5,,,
"191_20120701","19:53:00","19:53:00","San Antonio Caltrain",6,,,
"191_20120701","19:57:00","19:57:00","California Ave Caltrain",7,,,
"191_20120701","20:01:00","20:01:00","Palo Alto Caltrain",8,,,
"191_20120701","20:04:00","20:04:00","Menlo Park Caltrain",9,,,
"191_20120701","20:09:00","20:09:00","Redwood City Caltrain",10,,,
"191_20120701","20:13:00","20:13:00","San Carlos Caltrain",11,,,
"191_20120701","20:16:00","20:16:00","Belmont Caltrain",12,,,
"191_20120701","20:19:00","20:19:00","Hillsdale Caltrain",13,,,
"191_20120701","20:22:00","20:22:00","Hayward Park Caltrain",14,,,
"191_20120701","20:25:00","20:25:00","San Mateo Caltrain",15,,,
"191_20120701","20:28:00","20:28:00","Burlingame Caltrain",16,,,
"191_20120701","20:33:00","20:33:00","Millbrae Caltrain",17,,,
"191_20120701","20:37:00","20:37:00","San Bruno Caltrain",18,,,
"191_20120701","20:41:00","20:41:00","So. San Francisco Caltrain",19,,,
"191_20120701","20:47:00","20:47:00","Bayshore Caltrain",20,,,
"191_20120701","20:52:00","20:52:00","22nd Street Caltrain",21,,,
"191_20120701","21:01:00","21:01:00","San Francisco Caltrain",22,,,
"192_20120701","20:40:00","20:40:00","San Francisco Caltrain",1,,,
"192_20120701","20:45:00","20:45:00","22nd Street Caltrain",2,,,
"192_20120701","20:50:00","20:50:00","Bayshore Caltrain",3,,,
"192_20120701","20:56:00","20:56:00","So. San Francisco Caltrain",4,,,
"192_20120701","21:00:00","21:00:00","San Bruno Caltrain",5,,,
"192_20120701","21:04:00","21:04:00","Millbrae Caltrain",6,,,
"192_20120701","21:08:00","21:08:00","Burlingame Caltrain",7,,,
"192_20120701","21:11:00","21:11:00","San Mateo Caltrain",8,,,
"192_20120701","21:14:00","21:14:00","Hayward Park Caltrain",9,,,
"192_20120701","21:17:00","21:17:00","Hillsdale Caltrain",10,,,
"192_20120701","21:20:00","21:20:00","Belmont Caltrain",11,,,
"192_20120701","21:23:00","21:23:00","San Carlos Caltrain",12,,,
"192_20120701","21:28:00","21:28:00","Redwood City Caltrain",13,,,
"192_20120701","21:33:00","21:33:00","Menlo Park Caltrain",14,,,
"192_20120701","21:36:00","21:36:00","Palo Alto Caltrain",15,,,
"192_20120701","21:40:00","21:40:00","California Ave Caltrain",16,,,
"192_20120701","21:44:00","21:44:00","San Antonio Caltrain",17,,,
"192_20120701","21:48:00","21:48:00","Mountain View Caltrain",18,,,
"192_20120701","21:53:00","21:53:00","Sunnyvale Caltrain",19,,,
"192_20120701","21:57:00","21:57:00","Lawrence Caltrain",20,,,
"192_20120701","22:02:00","22:02:00","Santa Clara Caltrain",21,,,
"192_20120701","22:11:00","22:11:00","San Jose Caltrain",22,,,
"192_20120701","22:18:00","22:18:00","Tamien Caltrain",23,,,
"193_20120701","20:23:00","20:23:00","Tamien Caltrain",1,,,
"193_20120701","20:30:00","20:30:00","San Jose Caltrain",2,,,
"193_20120701","20:35:00","20:35:00","Santa Clara Caltrain",3,,,
"193_20120701","20:40:00","20:40:00","Lawrence Caltrain",4,,,
"193_20120701","20:44:00","20:44:00","Sunnyvale Caltrain",5,,,
"193_20120701","20:49:00","20:49:00","Mountain View Caltrain",6,,,
"193_20120701","20:53:00","20:53:00","San Antonio Caltrain",7,,,
"193_20120701","20:57:00","20:57:00","California Ave Caltrain",8,,,
"193_20120701","21:01:00","21:01:00","Palo Alto Caltrain",9,,,
"193_20120701","21:04:00","21:04:00","Menlo Park Caltrain",10,,,
"193_20120701","21:09:00","21:09:00","Redwood City Caltrain",11,,,
"193_20120701","21:13:00","21:13:00","San Carlos Caltrain",12,,,
"193_20120701","21:16:00","21:16:00","Belmont Caltrain",13,,,
"193_20120701","21:19:00","21:19:00","Hillsdale Caltrain",14,,,
"193_20120701","21:22:00","21:22:00","Hayward Park Caltrain",15,,,
"193_20120701","21:25:00","21:25:00","San Mateo Caltrain",16,,,
"193_20120701","21:28:00","21:28:00","Burlingame Caltrain",17,,,
"193_20120701","21:33:00","21:33:00","Millbrae Caltrain",18,,,
"193_20120701","21:37:00","21:37:00","San Bruno Caltrain",19,,,
"193_20120701","21:41:00","21:41:00","So. San Francisco Caltrain",20,,,
"193_20120701","21:47:00","21:47:00","Bayshore Caltrain",21,,,
"193_20120701","21:52:00","21:52:00","22nd Street Caltrain",22,,,
